cod_reclamo,cod_representante,cod_pedido,cod_seguimiento,cod_tipo_reclamo,cod_nivel_urgencia,cod_estado_reclamo,comentario,fecha_suceso,fecha_reclamo
49,49,49,49,F,B,C,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-03-26
50,50,50,50,D,B,B,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",2024-04-03
51,51,51,51,F,M,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-03-24
52,52,52,52,F,M,D,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,"error: invalid date ""2024-03-05""",2024-03-31
53,53,53,53,A,A,D,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,"error: invalid date ""2024-03-05""",2024-04-01
54,54,54,54,G,B,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-03-10
55,55,55,55,A,B,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-03-31
56,56,56,56,A,M,A,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,"error: invalid date ""2024-03-05""",2024-03-08
57,57,57,57,C,M,B,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",2024-03-29
58,58,58,58,B,M,D,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",2024-03-19
59,59,59,59,F,A,A,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",2024-03-20
60,60,60,60,C,B,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-03-27
61,61,61,61,C,B,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-03-09
62,62,62,62,B,A,A,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-03-25
63,63,63,63,A,A,C,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-04-03
64,64,64,64,B,B,A,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-03-26
65,65,65,65,F,B,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-03-10
66,66,66,66,A,B,A,Las estanterías metálicas recibidas están oxidadas y algunas piezas están dañadas.,"error: invalid date ""2024-03-05""",2024-04-02
67,67,67,67,C,M,D,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",2024-04-04
68,68,68,68,C,B,D,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",2024-04-06
69,69,69,69,A,M,D,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",2024-03-12
70,70,70,70,F,B,B,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",2024-03-27
71,71,71,71,C,B,D,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-03-09
72,72,72,72,E,M,B,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",2024-03-31
73,73,73,73,E,A,C,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",2024-04-04
74,74,74,74,A,B,B,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",2024-04-02
75,75,75,75,F,M,D,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-03-30
76,76,76,76,C,A,D,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",2024-03-19
77,77,77,77,F,A,D,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,"error: invalid date ""2024-03-05""",2024-03-12
78,78,78,78,B,M,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-04-05
79,79,79,79,B,M,B,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",2024-03-16
80,80,80,80,A,B,A,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",2024-03-26
81,81,81,81,C,B,B,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",2024-03-24
82,82,82,82,A,B,C,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-03-15
83,83,83,83,D,A,D,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-04-03
84,84,84,84,F,B,B,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",2024-03-08
85,85,85,85,B,A,C,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",2024-03-13
86,86,86,86,F,M,B,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,"error: invalid date ""2024-03-05""",2024-04-02
87,87,87,87,G,B,B,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",2024-03-09
88,88,88,88,B,A,B,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-03-24
89,89,89,89,D,M,D,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-03-20
90,90,90,90,A,A,C,Las estanterías metálicas recibidas están oxidadas y algunas piezas están dañadas.,"error: invalid date ""2024-03-05""",2024-03-08
91,91,91,91,D,M,C,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",2024-03-27
92,92,92,92,E,A,A,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,"error: invalid date ""2024-03-05""",2024-03-14
93,93,93,93,A,B,C,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-04-01
94,94,94,94,A,M,C,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",2024-03-23
95,95,95,95,D,A,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",2024-03-31
96,96,96,96,E,M,A,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",2024-04-05
97,97,97,97,E,B,C,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",2024-03-29
98,98,98,98,E,A,B,Las estanterías metálicas recibidas están oxidadas y algunas piezas están dañadas.,"error: invalid date ""2024-03-05""",2024-03-09
99,99,99,99,B,M,A,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",2024-03-20
100,100,100,100,G,A,B,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,"error: invalid date ""2024-03-05""",2024-03-20
