cod_reclamo,cod_representante,cod_pedido,cod_seguimiento,cod_tipo_reclamo,cod_nivel_urgencia,cod_estado_reclamo,comentario,fecha_suceso,fecha_reclamo
54,54,54,54,D,B,B,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,2024-03-22T11:23:18Z,2024-03-28T00:30:33Z
55,55,55,55,B,A,A,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,2024-03-22T18:48:34Z,2024-03-28T19:36:30Z
56,56,56,56,C,B,B,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-19T05:37:39Z,2024-03-08T01:44:12Z
57,57,57,57,F,M,B,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-20T12:00:40Z,2024-03-14T08:46:57Z
58,58,58,58,E,B,B,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,2024-03-13T14:06:42Z,2024-03-09T15:37:45Z
59,59,59,59,G,M,D,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,2024-03-20T14:51:05Z,2024-03-13T17:21:21Z
60,60,60,60,B,M,A,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,2024-03-12T14:57:08Z,2024-03-19T02:35:16Z
61,61,61,61,B,A,B,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,2024-03-23T18:07:31Z,2024-03-30T14:20:11Z
62,62,62,62,D,A,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-05T18:43:24Z,2024-03-19T06:03:31Z
63,63,63,63,E,M,C,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,2024-03-14T20:57:57Z,2024-03-13T15:22:24Z
64,64,64,64,B,M,B,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,2024-04-01T12:35:43Z,2024-03-30T19:52:37Z
65,65,65,65,E,B,B,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,2024-03-10T14:57:31Z,2024-03-13T04:35:22Z
66,66,66,66,G,B,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-19T10:07:28Z,2024-03-11T05:09:28Z
67,67,67,67,B,A,B,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,2024-03-10T22:49:32Z,2024-03-08T00:32:31Z
68,68,68,68,F,B,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-06T14:16:02Z,2024-03-20T06:15:04Z
69,69,69,69,F,A,A,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,2024-03-04T23:05:37Z,2024-03-15T12:50:08Z
70,70,70,70,C,A,A,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,2024-03-05T10:40:43Z,2024-03-30T03:45:43Z
71,71,71,71,C,A,D,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,2024-03-05T22:31:45Z,2024-03-10T16:38:08Z
72,72,72,72,C,B,B,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-28T00:37:34Z,2024-03-21T19:33:02Z
73,73,73,73,A,M,B,Las estanterías metálicas recibidas están oxidadas y algunas piezas están dañadas.,2024-03-13T19:42:58Z,2024-04-07T07:52:19Z
74,74,74,74,E,B,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-14T01:29:01Z,2024-03-22T08:36:46Z
75,75,75,75,B,B,D,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,2024-03-07T17:18:24Z,2024-03-08T21:32:08Z
76,76,76,76,B,B,D,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,2024-03-15T02:43:57Z,2024-03-26T09:25:49Z
77,77,77,77,G,M,C,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,2024-03-30T02:47:36Z,2024-03-12T14:36:51Z
78,78,78,78,B,B,B,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,2024-03-20T16:12:23Z,2024-03-09T14:22:48Z
79,79,79,79,A,B,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-08T00:45:06Z,2024-04-04T05:34:23Z
80,80,80,80,D,M,B,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,2024-03-19T08:43:03Z,2024-03-16T22:29:27Z
81,81,81,81,E,A,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-20T01:30:47Z,2024-04-06T18:27:22Z
82,82,82,82,C,A,B,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,2024-03-13T19:40:16Z,2024-03-15T01:46:10Z
83,83,83,83,F,M,A,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,2024-03-24T17:48:09Z,2024-03-12T11:18:28Z
84,84,84,84,D,M,D,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,2024-03-14T12:14:57Z,2024-03-12T09:16:21Z
85,85,85,85,D,B,A,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,2024-03-11T15:17:20Z,2024-03-29T03:47:49Z
86,86,86,86,C,A,A,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,2024-03-23T01:07:22Z,2024-03-11T00:09:35Z
87,87,87,87,C,A,A,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,2024-03-28T19:28:09Z,2024-04-05T13:52:36Z
88,88,88,88,C,B,C,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,2024-03-19T15:37:48Z,2024-03-09T16:16:13Z
89,89,89,89,F,M,C,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,2024-03-10T01:48:26Z,2024-03-17T20:37:45Z
90,90,90,90,F,M,B,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,2024-03-17T05:22:17Z,2024-03-10T07:31:14Z
91,91,91,91,G,A,C,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,2024-03-25T17:25:36Z,2024-04-01T14:57:40Z
92,92,92,92,C,M,D,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,2024-03-11T11:11:27Z,2024-03-13T04:25:39Z
93,93,93,93,D,M,B,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,2024-03-14T18:57:10Z,2024-04-03T05:31:06Z
94,94,94,94,E,A,C,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,2024-03-17T06:54:41Z,2024-03-24T15:31:32Z
95,95,95,95,G,M,C,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,2024-03-07T15:32:30Z,2024-03-09T19:50:23Z
96,96,96,96,G,B,B,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,2024-03-06T05:37:28Z,2024-03-31T13:44:03Z
97,97,97,97,F,B,B,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-11T13:45:42Z,2024-03-08T17:47:57Z
98,98,98,98,A,B,B,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-30T03:31:48Z,2024-04-04T03:01:53Z
99,99,99,99,C,A,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,2024-03-21T21:59:16Z,2024-03-26T16:37:40Z
100,100,100,100,F,M,D,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,2024-03-27T06:26:17Z,2024-03-25T20:05:43Z
