cod_reclamo,cod_representante,cod_pedido,cod_seguimiento,cod_tipo_reclamo,cod_nivel_urgencia,cod_estado_reclamo,comentario,fecha_suceso,fecha_reclamo
50,50,50,50,A,A,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
51,51,51,51,G,M,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
52,52,52,52,B,B,D,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
53,53,53,53,E,M,C,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
54,54,54,54,F,M,C,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
55,55,55,55,G,B,B,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
56,56,56,56,A,M,B,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
57,57,57,57,C,B,D,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
58,58,58,58,A,A,B,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
59,59,59,59,D,A,C,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
60,60,60,60,A,A,B,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
61,61,61,61,E,B,B,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
62,62,62,62,B,M,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
63,63,63,63,G,B,C,Los guantes de látex recibidos son de una talla incorrecta y la indumentaria de protección está desgarrada.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
64,64,64,64,F,M,B,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
65,65,65,65,F,A,D,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
66,66,66,66,G,A,A,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
67,67,67,67,E,B,B,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
68,68,68,68,B,A,D,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
69,69,69,69,B,B,C,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
70,70,70,70,A,A,A,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
71,71,71,71,F,A,D,Las estanterías metálicas recibidas están oxidadas y algunas piezas están dañadas.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
72,72,72,72,C,B,C,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
73,73,73,73,B,A,C,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
74,74,74,74,D,A,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
75,75,75,75,G,B,C,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
76,76,76,76,D,A,D,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
77,77,77,77,G,B,B,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
78,78,78,78,B,M,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
79,79,79,79,E,B,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
80,80,80,80,G,B,A,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
81,81,81,81,E,M,D,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
82,82,82,82,G,A,D,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
83,83,83,83,F,M,B,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
84,84,84,84,G,M,C,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
85,85,85,85,D,A,D,Las estanterías metálicas recibidas están oxidadas y algunas piezas están dañadas.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
86,86,86,86,B,B,C,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
87,87,87,87,G,A,A,El muslo de pollo congelado recibido está congelado en exceso y presenta cristales de hielo.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
88,88,88,88,F,M,D,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
89,89,89,89,D,A,A,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
90,90,90,90,E,B,D,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
91,91,91,91,C,M,A,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
92,92,92,92,D,A,C,El detergente SuperClean recibido tiene el envase roto y parte del contenido se ha derramado.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
93,93,93,93,A,B,B,Las piernas con encuentros frescas recibidas están vencidas y los muslos de pollos frescos tienen un olor extraño.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
94,94,94,94,B,M,C,Las estanterías metálicas recibidas están oxidadas y algunas piezas están dañadas.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
95,95,95,95,F,M,D,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
96,96,96,96,E,B,C,Las pechugas enteras de pollos frescas recibidas están en mal estado y los colorantes naturales Chroma no se incluyeron en el pedido.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
97,97,97,97,E,B,C,La silla ergonómica recibida tiene un defecto en el respaldo y el teléfono multifuncional no funciona correctamente.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
98,98,98,98,F,M,B,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
99,99,99,99,G,A,A,El kit de herramientas eléctricas recibido está incompleto y falta el taladro.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
100,100,100,100,G,B,C,Las alas de pollo congeladas recibidas están mal cortadas y no presentan el tamaño adecuando.,"error: invalid date ""2024-03-05""",error: no implicit conversion of ActiveSupport::Duration into String
